#	Temperatur 7 (°C)	Temperatur 8 (°C)
654	36.74	32.85
655	36.66	32.85
656	36.56	32.86
657	36.47	32.84
658	36.37	32.83
659	36.27	32.81
660	36.18	32.80
661	36.09	32.79
662	36.03	32.78
663	35.95	32.77
664	35.88	32.76
665	35.81	32.76
666	35.75	32.75
667	35.69	32.75
668	35.64	32.75
669	35.59	32.74
670	35.54	32.73
671	35.49	32.72
672	35.44	32.72
673	35.40	32.71
674	35.35	32.70
675	35.31	32.70
676	35.27	32.69
677	35.23	32.68
678	35.19	32.67
679	35.15	32.66
680	35.12	32.65
681	35.08	32.65
682	35.06	32.64
683	35.07	32.63
684	35.10	32.62
685	35.16	32.61
686	35.24	32.61
687	35.33	32.59
688	35.43	32.59
689	35.55	32.57
690	35.67	32.57
691	35.79	32.57
692	35.92	32.56
693	36.04	32.56
694	36.18	32.55
695	36.31	32.54
696	36.44	32.54
697	36.56	32.54
698	36.69	32.53
699	36.81	32.53
700	36.93	32.54
701	37.05	32.54
702	37.16	32.53
703	37.28	32.55
704	37.39	32.55
705	37.49	32.55
706	37.60	32.57
707	37.70	32.57
708	37.80	32.58
709	37.90	32.59
710	37.99	32.61
711	38.08	32.61
712	38.17	32.62
713	38.26	32.64
714	38.34	32.65
715	38.42	32.67
716	38.50	32.68
717	38.58	32.70
718	38.65	32.72
719	38.72	32.74
720	38.80	32.76
721	38.86	32.77
722	38.94	32.80
723	38.99	32.82
724	39.07	32.83
725	39.13	32.86
726	39.18	32.88
727	39.25	32.91
728	39.30	32.93
729	39.37	32.95
730	39.42	32.98
731	39.47	33.00
732	39.52	33.03
733	39.54	33.05
734	39.54	33.07
735	39.53	33.09
736	39.50	33.12
737	39.45	33.15
738	39.38	33.17
739	39.30	33.20
740	39.22	33.22
741	39.13	33.24
742	39.03	33.27
743	38.93	33.29
744	38.83	33.31
745	38.73	33.33
746	38.63	33.36
747	38.52	33.38
748	38.42	33.39
749	38.31	33.41
750	38.22	33.43
751	38.12	33.44
752	38.03	33.46
753	37.94	33.48
754	37.86	33.49
755	37.77	33.50
756	37.68	33.51
757	37.60	33.52
758	37.51	33.54
759	37.44	33.53
760	37.36	33.55
761	37.29	33.56
762	37.22	33.56
763	37.15	33.56
764	37.09	33.57
765	37.02	33.57
766	36.96	33.57
767	36.90	33.57
768	36.85	33.58
769	36.79	33.57
770	36.73	33.57
771	36.68	33.57
772	36.63	33.57
773	36.58	33.56
774	36.53	33.56
775	36.49	33.56
776	36.44	33.56
777	36.41	33.55
778	36.36	33.54
779	36.33	33.54
780	36.28	33.54
781	36.24	33.53
782	36.22	33.52
783	36.20	33.52
784	36.22	33.52
785	36.25	33.51
786	36.31	33.50
787	36.39	33.50
788	36.49	33.49
789	36.59	33.48
790	36.70	33.47
791	36.81	33.46
792	36.94	33.45
793	37.07	33.45
794	37.19	33.45
795	37.31	33.45
796	37.44	33.44
797	37.56	33.44
798	37.69	33.43
799	37.81	33.44
800	37.93	33.44
801	38.05	33.44
802	38.16	33.44
803	38.27	33.44
804	38.38	33.44
805	38.48	33.45
806	38.58	33.45
807	38.68	33.47
808	38.76	33.47
809	38.86	33.48
810	38.94	33.49
811	39.03	33.50
812	39.11	33.51
813	39.19	33.53
814	39.26	33.54
815	39.34	33.55
816	39.41	33.57
817	39.48	33.58
818	39.54	33.60
819	39.60	33.61
820	39.65	33.63
821	39.72	33.66
822	39.77	33.67
823	39.82	33.69
824	39.88	33.71
825	39.93	33.73
826	39.97	33.76
827	40.02	33.77
828	40.06	33.80
829	40.10	33.81
